INFO 2025-02-20 04:02:22,016 autoreload Watching for file changes with StatReloader
DEBUG 2025-02-20 04:03:20,990 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/schemas/views.py first seen with mtime 1736314502.055547
DEBUG 2025-02-20 04:03:20,990 autoreload File /usr/local/lib/python3.12/reprlib.py first seen with mtime 1724146130.4837751
DEBUG 2025-02-20 04:03:20,990 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/models/functions/__init__.py first seen with mtime 1736311827.437926
DEBUG 2025-02-20 04:03:20,990 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework first seen with mtime 1736314502.0705469
DEBUG 2025-02-20 04:03:20,990 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/base.html first seen with mtime 1736314502.066547
DEBUG 2025-02-20 04:03:20,991 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/admin.html first seen with mtime 1736314502.066547
DEBUG 2025-02-20 04:03:20,991 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/login_base.html first seen with mtime 1736314502.066547
DEBUG 2025-02-20 04:03:20,991 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/vertical first seen with mtime 1736314502.071547
DEBUG 2025-02-20 04:03:20,991 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/schema.js first seen with mtime 1736314502.066547
DEBUG 2025-02-20 04:03:20,991 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/docs first seen with mtime 1736314502.0675468
DEBUG 2025-02-20 04:03:20,991 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/inline first seen with mtime 1736314502.0705469
DEBUG 2025-02-20 04:03:20,991 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/api.html first seen with mtime 1736314502.066547
DEBUG 2025-02-20 04:03:20,991 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/admin first seen with mtime 1736314502.066547
DEBUG 2025-02-20 04:03:20,991 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/login.html first seen with mtime 1736314502.066547
DEBUG 2025-02-20 04:03:20,991 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/raw_data_form.html first seen with mtime 1736314502.066547
DEBUG 2025-02-20 04:03:20,991 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/filters first seen with mtime 1736314502.068547
DEBUG 2025-02-20 04:03:20,991 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/pagination first seen with mtime 1736314502.0705469
DEBUG 2025-02-20 04:03:20,991 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/horizontal first seen with mtime 1736314502.069547
DEBUG 2025-02-20 04:03:20,991 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/vertical/select_multiple.html first seen with mtime 1736314502.071547
DEBUG 2025-02-20 04:03:20,991 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/vertical/list_fieldset.html first seen with mtime 1736314502.071547
DEBUG 2025-02-20 04:03:20,991 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/vertical/form.html first seen with mtime 1736314502.071547
DEBUG 2025-02-20 04:03:20,992 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/vertical/radio.html first seen with mtime 1736314502.071547
DEBUG 2025-02-20 04:03:20,992 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/vertical/fieldset.html first seen with mtime 1736314502.071547
DEBUG 2025-02-20 04:03:20,992 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/vertical/input.html first seen with mtime 1736314502.071547
DEBUG 2025-02-20 04:03:20,992 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/vertical/textarea.html first seen with mtime 1736314502.071547
DEBUG 2025-02-20 04:03:20,992 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/vertical/dict_field.html first seen with mtime 1736314502.071547
DEBUG 2025-02-20 04:03:20,992 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/vertical/checkbox.html first seen with mtime 1736314502.0705469
DEBUG 2025-02-20 04:03:20,992 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/vertical/list_field.html first seen with mtime 1736314502.071547
DEBUG 2025-02-20 04:03:20,992 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/vertical/select.html first seen with mtime 1736314502.071547
DEBUG 2025-02-20 04:03:20,992 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/vertical/checkbox_multiple.html first seen with mtime 1736314502.071547
DEBUG 2025-02-20 04:03:20,992 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/docs/link.html first seen with mtime 1736314502.0675468
DEBUG 2025-02-20 04:03:20,992 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/docs/langs first seen with mtime 1736314502.068547
DEBUG 2025-02-20 04:03:20,992 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/docs/auth first seen with mtime 1736314502.0675468
DEBUG 2025-02-20 04:03:20,992 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/docs/interact.html first seen with mtime 1736314502.0675468
DEBUG 2025-02-20 04:03:20,992 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/docs/index.html first seen with mtime 1736314502.0675468
DEBUG 2025-02-20 04:03:20,992 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/docs/document.html first seen with mtime 1736314502.0675468
DEBUG 2025-02-20 04:03:20,992 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/docs/sidebar.html first seen with mtime 1736314502.0675468
DEBUG 2025-02-20 04:03:20,992 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/docs/error.html first seen with mtime 1736314502.0675468
DEBUG 2025-02-20 04:03:20,992 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/inline/select_multiple.html first seen with mtime 1736314502.0705469
DEBUG 2025-02-20 04:03:20,992 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/inline/list_fieldset.html first seen with mtime 1736314502.0705469
DEBUG 2025-02-20 04:03:20,992 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/inline/form.html first seen with mtime 1736314502.069547
DEBUG 2025-02-20 04:03:20,992 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/inline/radio.html first seen with mtime 1736314502.0705469
DEBUG 2025-02-20 04:03:20,992 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/inline/fieldset.html first seen with mtime 1736314502.069547
DEBUG 2025-02-20 04:03:20,992 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/inline/input.html first seen with mtime 1736314502.0705469
DEBUG 2025-02-20 04:03:20,992 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/inline/textarea.html first seen with mtime 1736314502.0705469
DEBUG 2025-02-20 04:03:20,993 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/inline/dict_field.html first seen with mtime 1736314502.069547
DEBUG 2025-02-20 04:03:20,993 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/inline/checkbox.html first seen with mtime 1736314502.069547
DEBUG 2025-02-20 04:03:20,993 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/inline/list_field.html first seen with mtime 1736314502.0705469
DEBUG 2025-02-20 04:03:20,993 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/inline/select.html first seen with mtime 1736314502.0705469
DEBUG 2025-02-20 04:03:20,993 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/inline/checkbox_multiple.html first seen with mtime 1736314502.069547
DEBUG 2025-02-20 04:03:20,993 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/admin/list.html first seen with mtime 1736314502.066547
DEBUG 2025-02-20 04:03:20,993 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/admin/simple_list_value.html first seen with mtime 1736314502.0675468
DEBUG 2025-02-20 04:03:20,993 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/admin/detail.html first seen with mtime 1736314502.066547
DEBUG 2025-02-20 04:03:20,993 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/admin/dict_value.html first seen with mtime 1736314502.066547
DEBUG 2025-02-20 04:03:20,993 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/admin/list_value.html first seen with mtime 1736314502.066547
DEBUG 2025-02-20 04:03:20,993 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/filters/base.html first seen with mtime 1736314502.068547
DEBUG 2025-02-20 04:03:20,993 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/filters/search.html first seen with mtime 1736314502.068547
DEBUG 2025-02-20 04:03:20,993 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/filters/ordering.html first seen with mtime 1736314502.068547
DEBUG 2025-02-20 04:03:20,993 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/pagination/previous_and_next.html first seen with mtime 1736314502.0705469
DEBUG 2025-02-20 04:03:20,993 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/pagination/numbers.html first seen with mtime 1736314502.0705469
DEBUG 2025-02-20 04:03:20,993 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/horizontal/select_multiple.html first seen with mtime 1736314502.069547
DEBUG 2025-02-20 04:03:20,994 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/horizontal/list_fieldset.html first seen with mtime 1736314502.069547
DEBUG 2025-02-20 04:03:20,994 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/horizontal/form.html first seen with mtime 1736314502.068547
DEBUG 2025-02-20 04:03:20,994 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/horizontal/radio.html first seen with mtime 1736314502.069547
DEBUG 2025-02-20 04:03:20,994 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/horizontal/fieldset.html first seen with mtime 1736314502.068547
DEBUG 2025-02-20 04:03:20,994 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/horizontal/input.html first seen with mtime 1736314502.069547
DEBUG 2025-02-20 04:03:20,994 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/horizontal/textarea.html first seen with mtime 1736314502.069547
DEBUG 2025-02-20 04:03:20,994 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/horizontal/dict_field.html first seen with mtime 1736314502.068547
DEBUG 2025-02-20 04:03:20,994 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/horizontal/checkbox.html first seen with mtime 1736314502.068547
DEBUG 2025-02-20 04:03:20,994 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/horizontal/list_field.html first seen with mtime 1736314502.069547
DEBUG 2025-02-20 04:03:20,994 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/horizontal/select.html first seen with mtime 1736314502.069547
DEBUG 2025-02-20 04:03:20,994 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/horizontal/checkbox_multiple.html first seen with mtime 1736314502.068547
DEBUG 2025-02-20 04:03:20,994 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/docs/langs/python.html first seen with mtime 1736314502.068547
DEBUG 2025-02-20 04:03:20,994 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/docs/langs/shell.html first seen with mtime 1736314502.068547
DEBUG 2025-02-20 04:03:20,994 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/docs/langs/javascript.html first seen with mtime 1736314502.0675468
DEBUG 2025-02-20 04:03:20,994 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/docs/langs/shell-intro.html first seen with mtime 1736314502.068547
DEBUG 2025-02-20 04:03:20,994 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/docs/langs/javascript-intro.html first seen with mtime 1736314502.0675468
DEBUG 2025-02-20 04:03:20,994 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/docs/langs/python-intro.html first seen with mtime 1736314502.068547
DEBUG 2025-02-20 04:03:20,994 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/docs/auth/token.html first seen with mtime 1736314502.0675468
DEBUG 2025-02-20 04:03:20,994 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/docs/auth/session.html first seen with mtime 1736314502.0675468
DEBUG 2025-02-20 04:03:20,994 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templates/rest_framework/docs/auth/basic.html first seen with mtime 1736314502.0675468
DEBUG 2025-02-20 04:03:20,996 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/ko_KR/LC_MESSAGES/django.mo first seen with mtime 1736314502.049547
DEBUG 2025-02-20 04:03:20,996 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/ca_ES/LC_MESSAGES/django.mo first seen with mtime 1736314502.0455468
DEBUG 2025-02-20 04:03:20,996 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/az/LC_MESSAGES/django.mo first seen with mtime 1736314502.0445468
DEBUG 2025-02-20 04:03:20,996 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/gl/LC_MESSAGES/django.mo first seen with mtime 1736314502.0485468
DEBUG 2025-02-20 04:03:20,996 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/el_GR/LC_MESSAGES/django.mo first seen with mtime 1736314502.046547
DEBUG 2025-02-20 04:03:20,996 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/zh_CN/LC_MESSAGES/django.mo first seen with mtime 1736314502.053547
DEBUG 2025-02-20 04:03:20,996 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/hy/LC_MESSAGES/django.mo first seen with mtime 1736314502.0485468
DEBUG 2025-02-20 04:03:20,996 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/zh_TW/LC_MESSAGES/django.mo first seen with mtime 1736314502.0545468
DEBUG 2025-02-20 04:03:20,996 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/th/LC_MESSAGES/django.mo first seen with mtime 1736314502.052547
DEBUG 2025-02-20 04:03:20,997 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/en_US/LC_MESSAGES/django.mo first seen with mtime 1736314502.046547
DEBUG 2025-02-20 04:03:20,997 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/ru_RU/LC_MESSAGES/django.mo first seen with mtime 1736314502.052547
DEBUG 2025-02-20 04:03:20,997 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/en_CA/LC_MESSAGES/django.mo first seen with mtime 1736314502.046547
DEBUG 2025-02-20 04:03:20,997 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/ca/LC_MESSAGES/django.mo first seen with mtime 1736314502.0455468
DEBUG 2025-02-20 04:03:20,997 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/ne_NP/LC_MESSAGES/django.mo first seen with mtime 1736314502.050547
DEBUG 2025-02-20 04:03:20,997 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/ja/LC_MESSAGES/django.mo first seen with mtime 1736314502.049547
DEBUG 2025-02-20 04:03:20,997 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/pt_PT/LC_MESSAGES/django.mo first seen with mtime 1736314502.0515468
DEBUG 2025-02-20 04:03:20,997 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/he_IL/LC_MESSAGES/django.mo first seen with mtime 1736314502.0485468
DEBUG 2025-02-20 04:03:20,997 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/ro/LC_MESSAGES/django.mo first seen with mtime 1736314502.0515468
DEBUG 2025-02-20 04:03:20,997 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/pt_BR/LC_MESSAGES/django.mo first seen with mtime 1736314502.0515468
DEBUG 2025-02-20 04:03:20,998 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/it/LC_MESSAGES/django.mo first seen with mtime 1736314502.049547
DEBUG 2025-02-20 04:03:20,998 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/ar/LC_MESSAGES/django.mo first seen with mtime 1736314502.0445468
DEBUG 2025-02-20 04:03:20,998 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/pl/LC_MESSAGES/django.mo first seen with mtime 1736314502.0515468
DEBUG 2025-02-20 04:03:20,998 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/tr_TR/LC_MESSAGES/django.mo first seen with mtime 1736314502.053547
DEBUG 2025-02-20 04:03:20,998 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/hu/LC_MESSAGES/django.mo first seen with mtime 1736314502.0485468
DEBUG 2025-02-20 04:03:20,998 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/es/LC_MESSAGES/django.mo first seen with mtime 1736314502.046547
DEBUG 2025-02-20 04:03:20,998 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/zh_Hant/LC_MESSAGES/django.mo first seen with mtime 1736314502.053547
DEBUG 2025-02-20 04:03:20,998 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/de/LC_MESSAGES/django.mo first seen with mtime 1736314502.0455468
DEBUG 2025-02-20 04:03:20,998 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/fr/LC_MESSAGES/django.mo first seen with mtime 1736314502.0475469
DEBUG 2025-02-20 04:03:20,998 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/lt/LC_MESSAGES/django.mo first seen with mtime 1736314502.049547
DEBUG 2025-02-20 04:03:20,998 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/uk/LC_MESSAGES/django.mo first seen with mtime 1736314502.053547
DEBUG 2025-02-20 04:03:20,998 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/bg/LC_MESSAGES/django.mo first seen with mtime 1736314502.0455468
DEBUG 2025-02-20 04:03:20,998 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/tr/LC_MESSAGES/django.mo first seen with mtime 1736314502.052547
DEBUG 2025-02-20 04:03:20,999 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/nl/LC_MESSAGES/django.mo first seen with mtime 1736314502.050547
DEBUG 2025-02-20 04:03:20,999 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/fi/LC_MESSAGES/django.mo first seen with mtime 1736314502.0475469
DEBUG 2025-02-20 04:03:20,999 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/en_AU/LC_MESSAGES/django.mo first seen with mtime 1736314502.046547
DEBUG 2025-02-20 04:03:20,999 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/sk/LC_MESSAGES/django.mo first seen with mtime 1736314502.052547
DEBUG 2025-02-20 04:03:20,999 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/sl/LC_MESSAGES/django.mo first seen with mtime 1736314502.052547
DEBUG 2025-02-20 04:03:20,999 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/en/LC_MESSAGES/django.mo first seen with mtime 1736314502.046547
DEBUG 2025-02-20 04:03:20,999 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/gl_ES/LC_MESSAGES/django.mo first seen with mtime 1736314502.0485468
DEBUG 2025-02-20 04:03:20,999 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/id/LC_MESSAGES/django.mo first seen with mtime 1736314502.049547
DEBUG 2025-02-20 04:03:20,999 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/pt/LC_MESSAGES/django.mo first seen with mtime 1736314502.0515468
DEBUG 2025-02-20 04:03:20,999 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/fa/LC_MESSAGES/django.mo first seen with mtime 1736314502.0475469
DEBUG 2025-02-20 04:03:20,999 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/ru/LC_MESSAGES/django.mo first seen with mtime 1736314502.0515468
DEBUG 2025-02-20 04:03:21,000 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/et/LC_MESSAGES/django.mo first seen with mtime 1736314502.0475469
DEBUG 2025-02-20 04:03:21,000 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/nn/LC_MESSAGES/django.mo first seen with mtime 1736314502.050547
DEBUG 2025-02-20 04:03:21,000 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/da/LC_MESSAGES/django.mo first seen with mtime 1736314502.0455468
DEBUG 2025-02-20 04:03:21,000 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/el/LC_MESSAGES/django.mo first seen with mtime 1736314502.046547
DEBUG 2025-02-20 04:03:21,000 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/zh_Hans/LC_MESSAGES/django.mo first seen with mtime 1736314502.053547
DEBUG 2025-02-20 04:03:21,000 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/no/LC_MESSAGES/django.mo first seen with mtime 1736314502.050547
DEBUG 2025-02-20 04:03:21,000 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/lv/LC_MESSAGES/django.mo first seen with mtime 1736314502.049547
DEBUG 2025-02-20 04:03:21,000 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/sv/LC_MESSAGES/django.mo first seen with mtime 1736314502.052547
DEBUG 2025-02-20 04:03:21,000 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/be/LC_MESSAGES/django.mo first seen with mtime 1736314502.0445468
DEBUG 2025-02-20 04:03:21,000 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/cs/LC_MESSAGES/django.mo first seen with mtime 1736314502.0455468
DEBUG 2025-02-20 04:03:21,000 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/fr_CA/LC_MESSAGES/django.mo first seen with mtime 1736314502.0475469
DEBUG 2025-02-20 04:03:21,000 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/fa_IR/LC_MESSAGES/django.mo first seen with mtime 1736314502.0475469
DEBUG 2025-02-20 04:03:21,001 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/nb/LC_MESSAGES/django.mo first seen with mtime 1736314502.050547
DEBUG 2025-02-20 04:03:21,001 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/ach/LC_MESSAGES/django.mo first seen with mtime 1736314502.0445468
DEBUG 2025-02-20 04:03:21,001 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/vi/LC_MESSAGES/django.mo first seen with mtime 1736314502.053547
DEBUG 2025-02-20 04:03:21,001 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/locale/mk/LC_MESSAGES/django.mo first seen with mtime 1736314502.050547
DEBUG 2025-02-20 04:03:22,034 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/contenttypes/migrations/0002_remove_content_type_name.py first seen with mtime 1736311827.2569292
DEBUG 2025-02-20 04:03:22,034 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/conf/urls/__init__.py first seen with mtime 1736311827.1079319
DEBUG 2025-02-20 04:03:22,034 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/auth/migrations/0004_alter_user_username_opts.py first seen with mtime 1736311827.2349296
DEBUG 2025-02-20 04:03:22,034 autoreload File /home/kpmidhlaj/django/watchmate/watchlist_app/migrations/0001_initial.py first seen with mtime 1740022736.679742
